Domain,Phylum,Class,Order,Family,Genus,Species,No. genomes
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALAZP01,CALAZP01 sp937926355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALCMJ01,CALCMJ01 sp937967615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALCMJ01,CALCMJ01 sp938045585,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALCSX01,CALCSX01 sp937894165,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALDGQ01,CALDGQ01 sp937928575,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALDGQ01,CALDGQ01 sp937941765,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALDTK01,CALDTK01 sp041744755,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALDTK01,CALDTK01 sp937923485,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALDTK01,CALDTK01 sp937924035,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALFBG01,CALFBG01 sp937951685,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALFUK01,CALFUK01 sp937929945,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALFUK01,CALFUK01 sp937959275,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALFUK01,CALFUK01 sp937997635,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALFUQ01,CALFUQ01 sp937929885,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALGLS01,CALGLS01 sp937921775,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALGLS01,CALGLS01 sp937959375,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALGLS01,CALGLS01 sp963663725,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALGNN01,CALGNN01 sp937961455,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALIAG01,CALIAG01 sp938041325,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALLVY01,CALLVY01 sp937899855,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALLVY01,CALLVY01 sp938015925,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CALMIR01,CALMIR01 sp937864265,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAMZLN01,CAMZLN01 sp947311465,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CANHEE01,CANHEE01 sp031374645,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CANHEE01,CANHEE01 sp947459655,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,CAWVWD01,CAWVWD01 sp963933585,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DATDQA01,DATDQA01 sp031400515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DATDQA01,DATDQA01 sp035292505,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DATFJT01,DATFJT01 sp035269065,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DATFKA01,DATFKA01 sp035268885,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DATFKA01,DATFKA01 sp964021975,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-110,DT-110 sp013214265,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-110,DT-110 sp030148525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-111,DT-111 sp013214355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-111,DT-111 sp019634045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-111,DT-111 sp041392805,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-111,DT-111 sp913057785,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,DT-111,DT-111 sp913060855,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Flavilitoribacter,Flavilitoribacter nigricans,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Flavilitoribacter,Flavilitoribacter sp020436695,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,GYS-P2D,GYS-P2D sp009833045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,GYS-P2D,GYS-P2D sp020629515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,GYS-P2D,GYS-P2D sp902609095,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HDS-20,HDS-20 sp018680005,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter hydrossis,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp013298445,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp013299105,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp016718685,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp027486765,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp027488855,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp033763495,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp038240665,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp040401995,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp040403615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter sp041740695,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HyVt-613,HyVt-613 sp011371135,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HyVt-613,HyVt-613 sp024280135,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HyVt-613,HyVt-613 sp027009605,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HyVt-613,HyVt-613 sp027031185,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,HyVt-613,HyVt-613 sp947311105,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAEPD01,JAAEPD01 sp024222455,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAEZH01,JAAEZH01 sp018222965,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAEZH01,JAAEZH01 sp020437105,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFIM01,JAAFIM01 sp013297745,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp013298955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp016787525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031367705,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031371355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031381715,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031411275,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031424115,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp031424515,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp034520175,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp038226035,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp038230555,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp039795795,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp039804385,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAFJT01,JAAFJT01 sp041192405,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp012031785,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp020629845,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp036835365,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp038746215,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp038749535,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp039176995,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp039201015,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp937944245,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAAUTG01,JAAUTG01 sp937959095,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDJM01,JABDJM01 sp013002475,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDJM01,JABDJM01 sp937928045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDJM01,JABDJM01 sp937930025,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDLO01,JABDLO01 sp013002995,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDLO01,JABDLO01 sp035327565,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDLO01,JABDLO01 sp041749255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDLO01,JABDLO01 sp938044055,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp013001595,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp013001805,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp016711125,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp020436835,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp020437045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp030432855,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp030433135,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABDMH01,JABDMH01 sp041748995,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWAJ01,JABWAJ01 sp013361075,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWAJ01,JABWAJ01 sp022841505,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWAJ01,JABWAJ01 sp038323375,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWAJ01,JABWAJ01 sp937926205,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWBR01,JABWBR01 sp013360405,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWBR01,JABWBR01 sp016715405,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWBR01,JABWBR01 sp016787505,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JABWBR01,JABWBR01 sp036741235,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXV01,JACJXV01 sp020636445,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020436535,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020636095,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020636315,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020636375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020636405,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp020636435,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp024102975,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJXW01,JACJXW01 sp024103175,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYC01,JACJYC01 sp020636325,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYC01,JACJYC01 sp937873655,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYE01,JACJYE01 sp020636215,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYE01,JACJYE01 sp020636255,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYE01,JACJYE01 sp963169455,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JACJYM01,JACJYM01 sp020636155,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp016708265,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp026985735,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp026986005,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp027008645,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp027011385,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp027031145,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJGA01,JADJGA01 sp041392555,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp016709995,18
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp029557915,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp031417835,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp034439915,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp038251405,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp040007895,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJLQ01,JADJLQ01 sp937867195,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJNW01,JADJNW01 sp016714085,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJNW01,JADJNW01 sp033761835,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJNW01,JADJNW01 sp937872385,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJNW01,JADJNW01 sp937872405,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJPL01,JADJPL01 sp016707205,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJPL01,JADJPL01 sp016713275,7
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJPL01,JADJPL01 sp040382095,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJPL01,JADJPL01 sp041183125,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJTT01,JADJTT01 sp016703765,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJTT01,JADJTT01 sp016711045,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJTT01,JADJTT01 sp020636275,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADJVK01,JADJVK01 sp016710625,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp016715105,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp016715465,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp016717655,7
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp017987975,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp020436935,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp022844565,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp029567325,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp037968395,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp937870795,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp937872515,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKBO01,JADKBO01 sp937973565,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKKF01,JADKKF01 sp016718505,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JADKKF01,JADKKF01 sp016720635,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAEUUM01,JAEUUM01 sp016787375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAEUUM01,JAEUUM01 sp019694295,18
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAEUUM01,JAEUUM01 sp038326165,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp017857395,5
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp023300255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp039024375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937921525,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937924145,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937928615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937973945,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937973995,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp937974625,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAFMDF01,JAFMDF01 sp938010785,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp016710115,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp017985675,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp020636225,4
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp021738725,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp024103195,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp024642625,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp030429045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGNXB01,JAGNXB01 sp038328415,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGOHC01,JAGOHC01 sp017996375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp020436955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp041392845,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp937864255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp937924495,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp937930815,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp937967625,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQWW01,JAGQWW01 sp938010715,3
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQXA01,JAGQXA01 sp020436865,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQXC01,JAGQXC01 sp020436785,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQXC01,JAGQXC01 sp020636135,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAGQXC01,JAGQXC01 sp020636355,6
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp020627785,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp020629535,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp020630525,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp020630955,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp937950315,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBF01,JAHDBF01 sp938033975,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBH01,JAHDBH01 sp020627535,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBH01,JAHDBH01 sp020630495,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBJ01,JAHDBJ01 sp020630355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDBJ01,JAHDBJ01 sp020630435,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020627985,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020628145,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020629255,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020629475,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020630045,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020630455,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020630895,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020631355,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCE01,JAHDCE01 sp020631375,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCG01,JAHDCG01 sp020629965,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCG01,JAHDCG01 sp937923465,2
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCJ01,JAHDCJ01 sp020629935,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCJ01,JAHDCJ01 sp039028895,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCK01,JAHDCK01 sp020629915,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCZ01,JAHDCZ01 sp020629615,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCZ01,JAHDCZ01 sp020630475,1
Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,JAHDCZ01,JAHDCZ01 sp020630555,1
