Accession	Length	Host	CHERRYScore	Method	Host_NCBI_lineage	Host_GTDB_lineage
KX611788	46383	genus:Rhodococcus	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__	-
KX610764	60190	species:Actinomyces provencensis	0.94	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces provencensis	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia provencensis
KX592589	68597	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX589269	70679	species:Mycolicibacterium smegmatis	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX588251	41901	genus:Mycolicibacterium	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX585252	53426	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX585251	61248	species:Mycolicibacterium smegmatis	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX580962	75806	species:Mycolicibacterium smegmatis	0.81	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX580961	76363	species:Mycolicibacterium smegmatis	0.81	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX579975	51257	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX578071	68479	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576647	68604	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576646	68637	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576645	68637	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576644	58608	species:Mycolicibacterium smegmatis	0.52	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576643	68415	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX576641	42944	genus:Arthrobacter	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__	-
KX576640	43891	genus:Arthrobacter	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__	-
KX576639	52917	species:Saccharopolyspora rectivirgula	0.97	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula
KX576638	52195	species:Mycolicibacterium smegmatis	0.82	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX574455	52833	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX574454	52732	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX557288	69165	species:Streptomyces sp. V2	0.91	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp. V2	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces niveiscabiei
KX557286	57804	species:Gordonia terrae	0.88	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557285	66611	species:Gordonia terrae	0.94	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557284	52738	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557283	52738	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557282	41857	species:Gordonia terrae	0.89	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557281	78302	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557280	52726	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557278	45285	species:Gordonia terrae	0.95	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557277	44929	species:Gordonia terrae	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557276	93686	species:Gordonia terrae	0.86	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557274	47898	genus:Gordonia	0.52	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	-
KX557272	92580	species:Gordonia terrae	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KX557234	51371	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX550443	51743	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX550442	51274	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX550441	51178	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX550082	46527	genus:Rhodococcus	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;g__Rhodococcus;s__	-
KX534004	42429	genus:Mycolicibacterium	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX523125	50897	species:Mycolicibacterium smegmatis	0.84	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX522943	53623	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX522649	53622	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX507362	50866	species:Mycolicibacterium smegmatis	0.84	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX507361	76012	species:Mycolicibacterium smegmatis	0.81	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX507345	51067	genus:Streptomyces	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	-
KX507344	50701	genus:Streptomyces	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	-
KX507343	50558	genus:Streptomyces	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	-
KX458237	50884	species:Mycolicibacterium smegmatis	0.84	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX458236	51370	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX443696	66507	species:Mycolicibacterium smegmatis	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX443326	41901	genus:Mycolicibacterium	0.97	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX397280	45260	-	-		-	-
KX375815	52044	species:Mycolicibacterium smegmatis	0.82	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX369586	52501	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX369585	69000	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX369584	52496	genus:Mycolicibacterium	0.75	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__	-
KX369583	155800	species:Mycolicibacterium smegmatis	0.99	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX349900	26502	species:Bacillus thuringiensis	0.94	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	-
KX349899	25905	species:Bacillus thuringiensis	0.94	AAI-based	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	-
KX349327	175117	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349326	175341	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349325	174137	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349324	176285	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349322	174142	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349321	174353	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349320	174352	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349319	173817	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349317	174193	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349316	174353	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349315	174046	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349314	174351	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349312	174790	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349311	176183	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349309	174204	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349308	175190	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX349307	173821	species:Synechococcus sp. WH 7803	0.60	AAI-based	d__Bacteria;p__Cyanobacteriota;c__Cyanophyceae;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus sp. WH 7803	-
KX344510	11648	genus:Natrinema	1.00	AAI-based	d__Archaea;p__Methanobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__	-
KX344445	50082	genus:Streptomyces	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;g__Streptomyces;s__	-
KX159477	65237	species:Mycolicibacterium smegmatis	0.98	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KX009778	167231	-	-		-	-
KU998256	17118	species:Gordonia neofelifaecis	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia neofelifaecis	-
KU998255	17119	species:Gordonia neofelifaecis	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia neofelifaecis	-
KU998251	52689	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998250	52684	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998249	52924	species:Gordonia terrae	1.00	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998247	93843	species:Gordonia terrae	0.86	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998246	92618	species:Gordonia terrae	0.86	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998245	93577	species:Gordonia terrae	0.62	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998244	93139	species:Gordonia terrae	0.86	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998239	46600	genus:Gordonia	0.60	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	-
KU998238	45858	species:Gordonia terrae	0.87	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998237	45858	species:Gordonia terrae	0.87	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998236	54990	genus:Gordonia	0.52	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__	-
KU998235	46570	species:Gordonia terrae	0.60	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998234	58308	species:Gordonia terrae	0.88	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU998233	55524	species:Gordonia terrae	0.85	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
KU997639	76492	species:Mycolicibacterium smegmatis	0.81	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU985096	52160	species:Mycolicibacterium smegmatis	0.82	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU985095	53932	species:Saccharopolyspora rectivirgula	0.97	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula
KU985094	51371	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU985093	53935	species:Saccharopolyspora rectivirgula	0.97	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Saccharopolyspora;s__Saccharopolyspora rectivirgula
KU985092	51162	species:Mycolicibacterium smegmatis	0.83	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU985091	50892	species:Mycolicibacterium smegmatis	0.84	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU985090	48670	species:Streptomyces indicus	0.94	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces indicus	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces indicus
KU984914	50839	species:Mycolicibacterium smegmatis	0.84	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacterium;s__Mycolicibacterium smegmatis	-
KU963263	53717	species:Actinomyces sp. 299	0.94	CRISPR-based (DB)	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. 299	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces wuliandei
KU963262	75380	species:Gordonia terrae	0.94	AAI-based	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Gordoniaceae;g__Gordonia;s__Gordonia terrae	-
